StudyID,Correlation,Directionality (positive or negative - because excel thinks I want to calculate something if I start with minus sign),SignificanceLevel<than,Nonsignificant,N,Variable1,Measure1,Variable2,Measure2,Same_variable,Type_Same,InPaper (as opposed to supplementary material),"InTable (1 in table, 0 in text)","type_p(1: p=, 2: p<, 3: p>)",MainCor,corr_Type(when different),ProvisionallySuspicious,Corr_Comments,N as range
157,.01,N,,1,147,Aggression 1,,imagination,,,,0,1,2,,,,,
157,.08,N,,1,125,Aggression 2,,imagination,,,,0,1,2,,,,,
157,.12,N,,1,117,Aggression 3,,imagination,,,,0,1,2,,,,,
157,.05,N,,1,147,deliquency 1,,imagination,,,,0,1,2,,,,,
157,.10,N,,1,125,deliquency 2,,imagination,,,,0,1,2,,,,,
157,.08,N,,1,117,deliquency 3,,imagination,,,,0,1,2,,,,,
157,.43,P,0.001,,147,extraversion,,imagination,,,,0,1,2,,,,,
157,.18,P,0.05,,147,benevolence,,imagination,,,,0,1,2,,,,,
157,.60,P,0.001,,147,conscientiousness,,imagination,,,,0,1,2,,,,,
157,.38,P,0.001,,147,emotional stability,,imagination,,,,0,1,2,,,,,
157,.50,P,0.001,,147,Aggression 1,,overreactive parenting mother,,,,0,1,2,,,,,
157,.30,P,0.001,,125,Aggression 2,,overreactive parenting mother,,,,0,1,2,,,,,
157,.30,P,0.001,,117,Aggression 3,,overreactive parenting mother,,,,0,1,2,,,,,
157,.38,P,0.001,,147,deliquency 1,,overreactive parenting mother,,,,0,1,2,,,,,
157,.23,P,0.01,,125,deliquency 2,,overreactive parenting mother,,,,0,1,2,,,,,
157,.22,P,0.01,,117,deliquency 3,,overreactive parenting mother,,,,0,1,2,,,,,
157,.13,P,,1,147,extraversion,,overreactive parenting mother,,,,0,1,2,,,,,
157,.45,N,0.001,,147,benevolence,,overreactive parenting mother,,,,0,1,2,,,,,
157,.25,N,0.01,,147,conscientiousness,,overreactive parenting mother,,,,0,1,2,,,,,
157,.13,N,,1,147,emotional stability,,overreactive parenting mother,,,,0,1,2,,,,,
157,.13,N,,1,147,imagination,,overreactive parenting mother,,,,0,1,2,,,,,
157,.30,P,0.001,,147,Aggression 1,,overreactive parenting father,,,,0,1,2,,,,,
157,.22,P,0.01,,125,Aggression 2,,overreactive parenting father,,,,0,1,2,,,,,
157,.15,P,,1,117,Aggression 3,,overreactive parenting father,,,,0,1,2,,,,,
157,.28,P,0.01,,147,deliquency 1,,overreactive parenting father,,,,0,1,2,,,,,
157,.14,P,,1,125,deliquency 2,,overreactive parenting father,,,,0,1,2,,,,,
157,.13,P,,1,117,deliquency 3,,overreactive parenting father,,,,0,1,2,,,,,
157,.11,P,,1,147,extraversion,,overreactive parenting father,,,,0,1,2,,,,,
157,.31,N,0.001,,147,benevolence,,overreactive parenting father,,,,0,1,2,,,,,
157,.12,N,,1,147,conscientiousness,,overreactive parenting father,,,,0,1,2,,,,,
157,.10,N,0.001,,147,emotional stability,,overreactive parenting father,,,,0,1,2,,,,,
157,.07,N,,1,147,imagination,,overreactive parenting father,,,,0,1,2,,,,,
157,.27,P,0.01,,147,overreactive parenting mother,,overreactive parenting father,,,,0,1,2,,,,,
157,.82,P,0.001,,125,Aggression 1,,Aggression 2,,1,change,0,1,2,,,,,
157,.72,P,0.001,,117,Aggression 1,,Aggression 3,,1,change,0,1,2,,,,,
157,.80,P,0.001,,117,Aggression 2,,Aggression 3,,1,change,0,1,2,,,,,
157,.76,P,0.001,,147,Aggression 1,,deliquency 1,,,,0,1,2,,,,,
157,.66,P,0.001,,125,Aggression 2,,deliquency 1,,,,0,1,2,,,,,
157,.57,P,0.001,,117,Aggression 3,,deliquency 1,,,,0,1,2,,,,,
157,.75,P,0.001,,125,Aggression 1,,deliquency 2,,,,0,1,2,,,,,
157,.82,P,0.001,,125,Aggression 2,,deliquency 2,,,,0,1,2,,,,,
157,.67,P,0.001,,117,Aggression 3,,deliquency 2,,,,0,1,2,,,,,
157,.76,P,0.001,,125,deliquency 1,,deliquency 2,,1,change,0,1,2,,,,,
157,.55,P,0.001,,117,Aggression 1,,deliquency 3,,,,0,1,2,,,,,
157,.59,P,0.001,,117,Aggression 2,,deliquency 3,,,,0,1,2,,,,,
157,.81,P,0.001,,117,Aggression 3,,deliquency 3,,,,0,1,2,,,,,
157,.53,P,0.001,,117,deliquency 1,,deliquency 3,,1,change,0,1,2,,,,,
157,.62,P,0.001,,117,deliquency 2,,deliquency 3,,1,change,0,1,2,,,,,
157,.11,P,,1,147,Aggression 1,,extraversion,,,,0,1,2,,,,,
157,.09,P,,1,125,Aggression 2,,extraversion,,,,0,1,2,,,,,
157,.13,P,,1,117,Aggression 3,,extraversion,,,,0,1,2,,,,,
157,.05,P,,1,147,deliquency 1,,extraversion,,,,0,1,2,,,,,
157,.09,P,,1,125,deliquency 2,,extraversion,,,,0,1,2,,,,,
157,.09,P,,1,117,deliquency 3,,extraversion,,,,0,1,2,,,,,
157,.76,N,0.001,,147,Aggression 1,,benevolence,,,,0,1,2,,,,,
157,.69,N,0.001,,125,Aggression 2,,benevolence,,,,0,1,2,,,,,
157,.55,N,0.001,,117,Aggression 3,,benevolence,,,,0,1,2,,,,,
157,.61,N,0.001,,147,deliquency 1,,benevolence,,,,0,1,2,,,,,
157,.57,N,0.001,,125,deliquency 2,,benevolence,,,,0,1,2,,,,,
157,.41,N,0.001,,117,deliquency 3,,benevolence,,,,0,1,2,,,,,
157,.08,N,,1,147,extraversion,,benevolence,,,,0,1,2,,,,,
157,.34,N,0.001,,147,Aggression 1,,conscientiousness,,,,0,1,2,,,,,
157,.41,N,0.001,,125,Aggression 2,,conscientiousness,,,,0,1,2,,,,,
157,.43,N,0.001,,117,Aggression 3,,conscientiousness,,,,0,1,2,,,,,
157,.33,N,0.001,,147,deliquency 1,,conscientiousness,,,,0,1,2,,,,,
157,.36,N,0.001,,125,deliquency 2,,conscientiousness,,,,0,1,2,,,,,
157,.40,N,0.001,,117,deliquency 3,,conscientiousness,,,,0,1,2,,,,,
157,.04,P,,1,147,extraversion,,conscientiousness,,,,0,1,2,,,,,
157,.42,P,0.001,,147,benevolence,,conscientiousness,,,,0,1,2,,,,,
157,.07,N,,1,147,Aggression 1,,emotional stability,,,,0,1,2,,,,,
157,.05,N,,1,125,Aggression 2,,emotional stability,,,,0,1,2,,,,,
157,.03,N,,1,117,Aggression 3,,emotional stability,,,,0,1,2,,,,,
157,.05,N,,1,147,deliquency 1,,emotional stability,,,,0,1,2,,,,,
157,.03,N,,1,125,deliquency 2,,emotional stability,,,,0,1,2,,,,,
157,.01,N,,1,117,deliquency 3,,emotional stability,,,,0,1,2,,,,,
157,.50,P,0.001,,147,extraversion,,emotional stability,,,,0,1,2,,,,,
157,.04,P,,1,147,benevolence,,emotional stability,,,,0,1,2,,,,,
157,.09,P,,1,147,conscientiousness,,emotional stability,,,,0,1,2,,,,,
157,.07,N,,1,147,Aggression 1,,imagination,,,,0,1,2,,,,,
157,.05,N,,1,125,Aggression 2,,imagination,,,,0,1,2,,,,,
157,.10,N,,1,117,Aggression 3,,imagination,,,,0,1,2,,,,,
157,.05,N,,1,147,deliquency 1,,imagination,,,,0,1,2,,,,,
157,.06,N,,1,125,deliquency 2,,imagination,,,,0,1,2,,,,,
157,.11,N,,1,117,deliquency 3,,imagination,,,,0,1,2,,,,,
157,.51,P,0.001,,147,extraversion,,imagination,,,,0,1,2,,,,,
157,.06,P,,1,147,benevolence,,imagination,,,,0,1,2,,,,,
157,.49,P,0.001,,147,conscientiousness,,imagination,,,,0,1,2,,,,,
157,.40,P,0.001,,147,emotional stability,,imagination,,,,0,1,2,,,,,
157,.27,P,0.01,,147,Aggression 1,,overreactive parenting mother,,,,0,1,2,,,,,
157,.22,P,0.01,,125,Aggression 2,,overreactive parenting mother,,,,0,1,2,,,,,
157,.16,P,,1,117,Aggression 3,,overreactive parenting mother,,,,0,1,2,,,,,
157,.19,P,0.05,,147,deliquency 1,,overreactive parenting mother,,,,0,1,2,,,,,
157,.12,P,,1,125,deliquency 2,,overreactive parenting mother,,,,0,1,2,,,,,
157,.07,P,,1,117,deliquency 3,,overreactive parenting mother,,,,0,1,2,,,,,
157,.04,N,,1,147,extraversion,,overreactive parenting mother,,,,0,1,2,,,,,
157,.30,N,0.001,,147,benevolence,,overreactive parenting mother,,,,0,1,2,,,,,
157,.15,N,,1,147,conscientiousness,,overreactive parenting mother,,,,0,1,2,,,,,
157,.14,N,,1,147,emotional stability,,overreactive parenting mother,,,,0,1,2,,,,,
157,.10,N,,1,147,imagination,,overreactive parenting mother,,,,0,1,2,,,,,
157,.37,P,0.001,,147,Aggression 1,"the Child Behavior Checklist (CBCL; Achenbach,
1991; Verhulst, Van der Ende, & Koot, 1996)",overreactive parenting father,,,,0,1,2,,,,,
157,.35,P,0.001,,125,Aggression 2,"the Child Behavior Checklist (CBCL; Achenbach,
1991; Verhulst, Van der Ende, & Koot, 1996)",overreactive parenting father,,,,0,1,2,,,,,
157,.29,P,0.001,,117,Aggression 3,"the Child Behavior Checklist (CBCL; Achenbach,
1991; Verhulst, Van der Ende, & Koot, 1996)",overreactive parenting father,,,,0,1,2,,,,,
157,.27,P,0.01,,147,deliquency 1,"the Child Behavior Checklist (CBCL; Achenbach,
1991; Verhulst, Van der Ende, & Koot, 1996)",overreactive parenting father,,,,0,1,2,,,,,
157,.29,P,0.001,,125,deliquency 2,"the Child Behavior Checklist (CBCL; Achenbach,
1991; Verhulst, Van der Ende, & Koot, 1996)",overreactive parenting father,,,,0,1,2,,,,,
157,.24,P,0.001,,117,deliquency 3,"the Child Behavior Checklist (CBCL; Achenbach,
1991; Verhulst, Van der Ende, & Koot, 1996)",overreactive parenting father,,,,0,1,2,,,,,
157,.04,N,,1,147,extraversion,"the Hierarchical Personality Inventory for Children
(HiPIC; Mervielde & De Fruyt, 1999).",overreactive parenting father,,,,0,1,2,,,,,
157,.37,N,0.001,,147,benevolence,"the Hierarchical Personality Inventory for Children
(HiPIC; Mervielde & De Fruyt, 1999).",overreactive parenting father,,,,0,1,2,,,,,
157,.21,N,0.05,,147,conscientiousness,"the Hierarchical Personality Inventory for Children
(HiPIC; Mervielde & De Fruyt, 1999).",overreactive parenting father,,,,0,1,2,,,,,
157,.03,N,,1,147,emotional stability,"the Hierarchical Personality Inventory for Children
(HiPIC; Mervielde & De Fruyt, 1999).",overreactive parenting father,,,,0,1,2,,,,,
157,.11,N,,1,147,imagination,"the Hierarchical Personality Inventory for Children
(HiPIC; Mervielde & De Fruyt, 1999).",overreactive parenting father,,,,0,1,2,,,,,
157,.23,P,0.01,,147,overreactive parenting mother,"The Dutch Parenting Scale (Arnold, O’Leary, Wolff, & Acker, 1993;
Prinzie, Onghena, & Hellinckx, 2007).",overreactive parenting father,"The Dutch Parenting Scale (Arnold, O’Leary, Wolff, & Acker, 1993;
Prinzie, Onghena, & Hellinckx, 2007).",,,0,1,2,,,,,
158,.46,P,0.01,,85,wave 1,,wave 2,,1,,1,1,2,,,,,
158,.47,P,0.01,,85,wave 1,,wave 3,,1,,1,1,2,,,,,
158,.56,P,0.01,,85,wave 2,,wave 3,,1,,1,1,2,,,,,
158,.31,P,0.01,,85,wave 1,,wave 4,,1,,1,1,2,,,,,
158,.49,P,0.01,,85,wave 2,,wave 4,,1,,1,1,2,,,,,
158,.61,P,0.01,,85,wave 3,,wave 4,,1,,1,1,2,,,,,
158,.41,N,0.01,,85,wave 1,,underweight,,,,1,1,2,,,,,
158,.34,N,0.01,,85,wave 2,,underweight,,,,1,1,2,,,,,
158,.39,N,0.01,,85,wave 3,,underweight,,,,1,1,2,,,,,
158,.26,N,0.01,,85,wave 4,,underweight,,,,1,1,2,,,,,
158,.44,N,0.01,,85,wave 1,,stunted,,,,1,1,2,,,,,
158,.31,N,0.01,,85,wave 2,,stunted,,,,1,1,2,,,,,
158,.37,N,0.01,,85,wave 3,,stunted,,,,1,1,2,,,,,
158,.11,N,,1,85,wave 4,,stunted,,,,1,1,2,,,,,
158,.53,P,0.01,,85,underweight,,stunted,,,,1,1,2,,,,,
158,.27,N,0.01,,85,wave 1,,ill health,,,,1,1,2,,,,,
158,.20,N,0.05,,85,wave 2,,ill health,,,,1,1,2,,,,,
158,.44,N,0.01,,85,wave 3,,ill health,,,,1,1,2,,,,,
158,.35,N,0.01,,85,wave 4,,ill health,,,,1,1,2,,,,,
158,.27,P,0.01,,85,underweight,,ill health,,,,1,1,2,,,,,
158,.18,P,0.05,,85,stunted,,ill health,,,,1,1,2,,,,,
158,.14,N,,1,85,wave 1,,maternal schooling,,,,1,1,2,,,,,
158,.03,N,,1,85,wave 2,,maternal schooling,,,,1,1,2,,,,,
158,.16,N,,1,85,wave 3,,maternal schooling,,,,1,1,2,,,,,
158,.21,P,0.05,,85,wave 4,,maternal schooling,,,,1,1,2,,,,,
158,.17,P,,1,85,underweight,,maternal schooling,,,,1,1,2,,,,,
158,.23,P,0.05,,85,stunted,,maternal schooling,,,,1,1,2,,,,,
158,.00,P,,1,85,ill health,,maternal schooling,,,,1,1,2,,,,,
158,.14,N,,1,85,wave 1,Developmental Milestones Checklist (DMC).,gravidity,,,,1,1,2,,,,,
158,.16,N,,1,85,wave 2,Developmental Milestones Checklist (DMC).,gravidity,,,,1,1,2,,,,,
158,.02,P,,1,85,wave 3,Developmental Milestones Checklist (DMC).,gravidity,,,,1,1,2,,,,,
158,.08,P,,1,85,wave 4,Developmental Milestones Checklist (DMC).,gravidity,,,,1,1,2,,,,,
158,.04,N,,1,85,underweight,,gravidity,,,,1,1,2,,,,,
158,.09,N,,1,85,stunted,,gravidity,,,,1,1,2,,,,,
158,.07,P,,1,85,ill health,,gravidity,,,,1,1,2,,,,,
158,.11,N,,1,85,maternal schooling,,gravidity,,,,1,1,2,,,,,
159,.004,N,.977,1,250,genotype classes,,physical harm,,,,1,0,1,,,,,
159,.808,P,0.001,,250,factor scores,,maternal reports,,,,1,0,2,,,,,
159,.778,P,0.001,,250,factor scores,,teacher reports,,,,1,0,2,,,,,
159,.622,P,0.001,,250,factor scores,,self reports,,,,1,0,2,,,,,
160,.596,P,0.019,,15,CELF-3,"The Clinical Evaluation of Language Fundamentals-3
(CELF-3; Semel, Wiig, & Secord, 2000)",WISC-III,"the Wechsler Intelligence Scales
for Children-III (WISC-III; Wechsler, 1992)",,,1,0,1,,,,,
160,.703,P,0.001,,26,CELF-3,,WISC-III,,,,1,0,2,,,,,
160,.631,N,0.015,,15,SCQ,,CCC-2,"The Children’s Communication Checklist-2 (CCC-2;
Bishop, 2003)",,,1,0,1,,,,,
160,.653,N,0.011,,15,Social and Nonverbal Communication scale,,CCC-2,,,,1,0,1,,,,,
160,.469,N,0.018,,26,SCQ,"The Social Communication Questionnaire (SCQ)
(Lifetime Autoscore) (Rutter, Bailey, & Lord, 2003)",CCC-2,,,,1,0,1,,,,,
160,.580,N,0.002,,26,Social and Nonverbal Communication scale,,CCC-2,,,,1,0,1,,,,,
161,.14,N,0.05,,421,SES,,internalizing 1,,,,1,0,2,,,,,
161,.10,N,0.05,,421,SES,,externalizing 2,,,,1,0,2,,,,,
161,.44,N,0.05,,421,emotion regulation 1,,externalizing 1,,,,0,1,2,,,,,
161,.57,N,0.05,,421,emotion regulation 1,,internalizing 1,,,,0,1,2,,,,,
161,.35,P,0.05,,421,externalizing 1,,internalizing 1,,,,0,1,2,,,,,
161,.19,P,0.05,,421,emotion regulation 1,,peer acceptance 2,,,,0,1,2,,,,,
161,.07,N,,1,421,externalizing 1,,peer acceptance 2,,,,0,1,2,,,,,
161,.14,N,0.05,,421,internalizing 1,,peer acceptance 2,,,,0,1,2,,,,,
161,.22,N,0.05,,421,emotion regulation 1,,peer rejection 2,,,,0,1,2,,,,,
161,.28,P,0.05,,421,externalizing 1,,peer rejection 2,,,,0,1,2,,,,,
161,.19,P,0.05,,421,internalizing 1,,peer rejection 2,,,,0,1,2,,,,,
161,.29,N,0.05,,421,peer acceptance 2,,peer rejection 2,,,,0,1,2,,,,,
161,.22,N,0.05,,421,emotion regulation 1,"Emotion Regulation Checklist (ERC) (Shields & Cicchetti, 2001)",externalizing 2,,,,0,1,2,,,,,
161,.60,P,0.05,,421,externalizing 1,,externalizing 2,,1,stability,0,1,2,,,,,
161,.14,P,0.05,,421,internalizing 1,,externalizing 2,,,,0,1,2,,,,,
161,.10,N,0.05,,421,peer acceptance 2,,externalizing 2,,,,0,1,2,,,,,
161,.33,P,0.05,,421,peer rejection 2,,externalizing 2,,,,0,1,2,,,,,
161,.24,N,0.05,,421,emotion regulation 1,,internalizing 2,,,,0,1,2,,,,,
161,.15,P,0.05,,421,externalizing 1,,internalizing 2,,,,0,1,2,,,,,
161,.40,P,0.05,,421,internalizing 1,,internalizing 2,,1,stability,0,1,2,,,,,
161,.19,N,0.05,,421,peer acceptance 2,,internalizing 2,,,,0,1,2,,,,,
161,.16,P,0.05,,421,peer rejection 2,,internalizing 2,,,,0,1,2,,,,,
161,.35,P,0.05,,421,externalizing 2,,internalizing 2,,,,0,1,2,,,,,
162,.02,P,,1,314,WRMT Word,,genetic pathway,,,,1,1,2,,,,,
162,.06,N,,1,314,WRMT Letter,,genetic pathway,,,,1,1,2,,,,,
162,.12,P,,1,314,WRMT Word attack,,genetic pathway,,,,1,1,2,,,,,
162,.16,P,,1,314,Stanford_binet Vocab,,genetic pathway,,,,1,1,2,,,,,
162,.15,N,,1,314,Boston Naming Test,,genetic pathway,,,,1,1,2,,,,,
162,.32,N,0.05,,314,Phoneme awareness,,genetic pathway,,,,1,1,2,,,,,
162,.65,N,0.05,,314,RAN,,genetic pathway,,,,1,1,2,,,,,
162,.63,N,0.05,,314,WRMT Word,"Woodcock Reading Mastery Test
(WRMT; Woodcock, 1987)",shared environment,,,,1,1,2,,,,,
162,.49,N,0.05,,314,WRMT Letter,"Woodcock Reading Mastery Test
(WRMT; Woodcock, 1987)",shared environment,,,,1,1,2,,,,,
162,.58,N,0.05,,314,WRMT Word attack,"Woodcock Reading Mastery Test
(WRMT; Woodcock, 1987)",shared environment,,,,1,1,2,,,,,
162,.03,N,,1,314,Stanford_binet Vocab,"Vocabulary subtest
from the Stanford–Binet Intelligence Test (Thorndike,
Hagen, & Sattler, 1986)",shared environment,,,,1,1,2,,,,,
162,.02,P,,1,314,Boston Naming Test,"Boston Naming
Test (Goodglass & Kaplan, 2001)",shared environment,,,,1,1,2,,,,,
162,.41,N,0.05,,314,Phoneme awareness,"Phonological Awareness Test
(PAT; Robertson & Salter, 1997)",shared environment,,,,1,1,2,,,,,
162,.14,N,,1,314,RAN,"Rapid Automatized Naming (RAN) was
measured using Number and Letter Naming tasks from
the Comprehensive Test of Phonological Processing
(Wagner, Torgesen, & Rashotte, 1999)",shared environment,,,,1,1,2,,,,,
162,.00,P,,1,314,WRMT Word,,nonshared environment,,,,1,1,2,,,,,
162,.00,P,,1,314,WRMT Letter,,nonshared environment,,,,1,1,2,,,,,
162,.01,P,,1,314,WRMT Word attack,,nonshared environment,,,,1,1,2,,,,,
162,.02,P,,1,314,Stanford_binet Vocab,,nonshared environment,,,,1,1,2,,,,,
162,.01,N,,1,314,Boston Naming Test,,nonshared environment,,,,1,1,2,,,,,
162,.00,P,,1,314,Phoneme awareness,,nonshared environment,,,,1,1,2,,,,,
162,.17,N,0.05,,314,RAN,,nonshared environment,,,,1,1,2,,,,,
163,.32,P,,,498,MZ adult,,depression,,,,1,1,0,,,,,
163,.12,P,,,545,DZ adult,,depression,,,,1,1,0,,,,,
163,.34,P,,,692,MZ child,,depression,,,,1,1,0,,,,,
163,.17,P,,,645,DZ child,,depression,,,,1,1,0,,,,,
163,.18,P,,,753,MZ parent,,depression,,,,1,1,0,,,,,
163,.20,P,,,845,DZ parent,,depression,,,,1,1,0,,,,,
163,.07,P,,,661,MZ avuncular,,depression,,,,1,1,0,,,,,
163,.01,P,,,654,DZ avuncular,,depression,,,,1,1,0,,,,,
163,.01,P,,,261,MZ twin pair,,depression,,,,1,1,0,,,,,
163,.02,P,,,185,DZ twin pair,,depression,,,,1,1,0,,,,,
163,.73,P,,,684,MZ child,,conduct disturbance,,,,1,1,0,,,,,
163,.34,P,,,627,DZ child,,conduct disturbance,,,,1,1,0,,,,,
163,.21,P,,,1347,MZ parent,,conduct disturbance,,,,1,1,0,,,,,
163,.23,P,,,1508,DZ parent,,conduct disturbance,,,,1,1,0,,,,,
163,.11,P,,,1141,MZ avuncular,,conduct disturbance,,,,1,1,0,,,,,
163,.06,P,,,1129,DZ avuncular,,conduct disturbance,,,,1,1,0,,,,,
163,.15,P,,,526,MZ twin pair,,conduct disturbance,,,,1,1,0,,,,,
163,.15,P,,,441,DZ twin pair,,conduct disturbance,,,,1,1,0,,,,,
164,.63,N,0.001,,74,instability 1,,government support 1,,,,1,1,2,,,,,
164,.15,N,,1,74,instability 1,,belief in god 1,,,,1,1,2,,,,,
164,.24,P,0.05,,74,government support 1,,belief in god 1,,,,1,1,2,,,,,
164,.51,P,0.001,,74,instability 1,,instability 2,,1,stability,1,1,2,,,,,
164,.23,N,0.05,,74,government support 1,,instability 2,,,,1,1,1,,,,,
164,.09,N,,1,74,belief in god 1,,instability 2,,,,1,1,2,,,,,
164,.25,N,0.05,,74,instability 1,,government support 2,,,,1,1,2,,,,,
164,.23,P,0.05,,74,government support 1,,government support 2,,1,stability,1,1,1,,,,,
164,.29,P,0.05,,74,belief in god 1,,government support 2,,,,1,1,2,,,,,
164,.11,N,,1,74,instability 2,,government support 2,,,,1,1,2,,,,,
164,.52,N,0.001,,74,instability 1,,belief in god 2,,,,1,1,2,,,,,
164,.73,P,0.001,,74,government support 1,,belief in god 2,,,,1,1,2,,,,,
164,.27,P,0.05,,74,belief in god 1,"(Kay et al., 2008).",belief in god 2,"(Kay et al., 2008).",1,stability,1,1,2,,,,,
164,.35,N,0.001,,74,instability 2,,belief in god 2,,,,1,1,2,,,,,
164,.29,P,0.05,,74,government support 2,,belief in god 2,,,,1,1,2,,,,,
165,.66,P,0.001,,58,time spent,,math problems chosen,,,,1,0,2,,,,,
165,.62,P,0.001,,58,time spent,,math problems answered,,,,1,0,2,,,,,
165,.19,N,.32,1,58,RT,,math motivation,,,,1,0,1,,,,,
166,.51,P,0.001,,143,time spent,,math problems chosen,,,,1,0,2,,,,,
166,.49,P,0.001,,143,time spent,,math problems answered,,,,1,0,2,,,,,
166,.00,P,0.99,1,143,RT,,math motivation,,,,1,0,1,,,,,
167,.63,P,0.001,,120,time spent,,math problems chosen,,,,1,0,2,,,,,
167,.61,P,0.001,,120,time spent,,math problems answered,,,,1,0,2,,,,,
167,.10,N,0.63,1,120,RT,,math motivation,,,,1,0,1,,,,,
168,.06,P,,1,81,family income,,charitable donation,,,,1,0,0,,,,,
168,.23,N,0.05,,74,lower income,,attitude towards donations,,,,1,0,2,,,,why lower N?,
169,.23,N,0.05,,155,social values,,social class,,,,1,1,2,,,,,
169,.18,N,0.05,,155,prosocial behaviour,,social class,,,,1,1,2,,,,,
169,.43,P,0.05,,155,prosocial behaviour,,social values,,,,1,1,2,,,,,
169,.24,N,0.05,,155,social class,,social values,,,,1,1,2,,,,,
169,.18,N,0.05,,155,social class,,prosocial behaviour,,,,1,1,2,,,,,
169,.41,P,0.05,,155,social values,,prosocial behaviour,,,,1,1,2,,,,,
170,.24,P,0.001,,676,parents discrimination,,substance use 3,,,,1,0,2,,,,,
170,.11,P,0.01,,676,adolescents discrimination,,substance use 3,,,,1,0,2,,,,,
170,.24,P,0.001,,676,parents substance use 1,,parents discrimination 1,,,,1,1,2,,,,,
170,.44,P,0.001,,676,parents substance use 1,,parents hostility 1,,,,1,1,2,,,,,
170,.23,P,0.001,,676,parents discrimination 1,,parents hostility 1,,,,1,1,2,,,,,
170,.12,P,0.01,,676,parents substance use 1,,parents depression 1,,,,1,1,2,,,,,
170,.09,P,0.05,,676,parents discrimination 1,,parents depression 1,,,,1,1,2,,,,,
170,.17,P,0.001,,676,parents hostility 1,,parents depression 1,,,,1,1,2,,,,,
170,.13,P,0.001,,676,parents substance use 1,,parents anxiety 1,,,,1,1,2,,,,,
170,.08,P,0.05,,676,parents discrimination 1,,parents anxiety 1,,,,1,1,2,,,,,
